Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,occupied Palestinian territory,2020-03-11T20:53:02,0,0,03/21/2020,31.9522,35.2332
Hubei,China,2020-03-15T18:20:18,67794,3085,03/21/2020,30.9756,112.2707
,Italy,2020-03-14T20:13:16,24747,1809,03/21/2020,41.8719,12.5674
,Iran,2020-03-15T18:20:18,13938,724,03/21/2020,32.4279,53.688
,"Korea, South",2020-03-15T18:20:18,8162,03/21/2020,510,35.9078,127.7669
,Spain,2020-03-15T18:20:18,7798,289,03/21/2020,40.4637,-3.7492
,Germany,2020-03-15T18:20:18,5795,11,03/21/2020,51.1657,10.4515
France,France,2020-03-15T18:20:18,4499,91,03/21/2020,46.2276,2.2137
,Switzerland,2020-03-15T18:20:18,2200,14,03/21/2020,46.8182,8.2275
Guangdong,China,2020-03-15T18:20:18,1360,8,03/21/2020,23.3417,113.4244
Henan,China,2020-03-14T09:53:08,1273,22,03/21/2020,33.882,113.614
Zhejiang,China,2020-03-15T01:33:02,1231,1,03/21/2020,29.1832,120.0934
,Norway,2020-03-15T18:20:18,1221,3,03/21/2020,60.472,8.4689
United Kingdom,United Kingdom,2020-03-14T14:53:04,1140,21,03/21/2020,55.3781,-3.436
,Netherlands,2020-03-15T18:20:18,1135,20,03/21/2020,52.1326,5.2913
,Sweden,2020-03-15T18:20:18,1022,3,03/21/2020,60.1282,18.6435
Hunan,China,2020-03-14T08:33:03,1018,4,03/21/2020,27.6104,111.7088
Anhui,China,2020-03-11T02:18:14,990,6,03/21/2020,31.8257,117.2264
Jiangxi,China,2020-03-12T02:13:04,935,1,03/21/2020,27.614,115.7221
,Belgium,2020-03-15T18:20:18,886,4,03/21/2020,50.5039,4.4699
Denmark,Denmark,2020-03-15T18:20:19,864,2,03/21/2020,56.2639,9.5018
,Austria,2020-03-15T18:20:18,860,1,03/21/2020,47.5162,14.5501
,Japan,2020-03-14T22:33:03,839,22,03/21/2020,36.2048,138.2529
Shandong,China,2020-03-14T04:33:02,760,7,03/21/2020,36.3427,118.1498
New York,US,2020-03-15T18:20:19,732,3,03/21/2020,42.1657,-74.9481
Diamond Princess,Cruise Ship,2020-03-13T14:13:25,696,7,03/21/2020,35.4498,139.6649
Washington,US,2020-03-15T02:13:21,643,40,03/21/2020,47.4009,-121.4905
Jiangsu,China,2020-03-15T01:53:02,631,0,03/21/2020,32.9711,119.455
Chongqing,China,2020-03-15T03:53:04,576,6,03/21/2020,30.0572,107.874
Sichuan,China,2020-03-15T18:20:18,539,3,03/21/2020,30.6171,102.7103
Heilongjiang,China,2020-03-15T00:33:02,482,13,03/21/2020,47.862,127.7615
Beijing,China,2020-03-15T01:13:10,442,8,03/21/2020,40.1824,116.4142
,Malaysia,2020-03-15T18:20:18,428,0,03/21/2020,4.2105,101.9758
California,US,2020-03-15T18:33:03,426,6,03/21/2020,36.1162,-119.6816
Shanghai,China,2020-03-14T23:53:02,353,3,03/21/2020,31.202,121.4491
,Qatar,2020-03-14T22:33:03,401,0,03/21/2020,25.3548,51.1839
Hebei,China,2020-03-13T11:09:03,318,6,03/21/2020,38.0428,114.5149
Fujian,China,2020-03-11T02:18:14,296,1,03/21/2020,26.0789,117.9874
Guangxi,China,2020-03-13T11:09:03,252,2,03/21/2020,23.8298,108.7881
Shaanxi,China,2020-03-12T01:33:02,245,2,03/21/2020,35.1917,108.8701
,Portugal,2020-03-15T18:20:18,245,0,03/21/2020,39.3999,-8.2245
,Finland,2020-03-15T18:20:18,244,0,03/21/2020,61.9241,25.7482
,Czechia,2020-03-15T18:20:18,253,0,03/21/2020,49.8175,15.473
,Greece,2020-03-15T18:20:18,331,4,03/21/2020,39.0742,21.8243
,Singapore,2020-03-15T18:20:18,226,0,03/21/2020,1.3521,103.8198
,Slovenia,2020-03-15T18:20:18,219,1,03/21/2020,46.1512,14.9955
,Bahrain,2020-03-14T11:53:29,214,0,03/21/2020,26.0667,50.5577
,Israel,2020-03-15T18:20:18,251,0,03/21/2020,31.0461,34.8516
Yunnan,China,2020-03-14T23:33:02,174,2,03/21/2020,24.974,101.487
Hainan,China,2020-03-12T03:53:02,168,6,03/21/2020,19.1959,109.7453
,Brazil,2020-03-15T18:20:18,162,0,03/21/2020,-14.235,-51.9253
,Iceland,2020-03-15T18:20:18,171,5,03/21/2020,64.9631,-19.0208
Guizhou,China,2020-03-14T00:53:03,146,2,03/21/2020,26.8154,106.8748
Hong Kong,China,2020-03-15T18:20:18,145,4,03/21/2020,22.3,114.2
,Philippines,2020-03-15T18:20:18,140,11,03/21/2020,12.8797,121.774
Massachusetts,US,2020-03-14T22:13:19,164,0,03/21/2020,42.2302,-71.5301
Tianjin,China,2020-03-15T18:20:18,136,3,03/21/2020,39.3054,117.323
,Estonia,2020-03-15T18:20:18,171,0,03/21/2020,58.5953,25.0136
New South Wales,Australia,2020-03-15T18:20:19,134,2,03/21/2020,-33.8688,151.2093
Gansu,China,2020-03-15T18:20:18,133,2,03/21/2020,36.0611,103.8343
Shanxi,China,2020-03-13T11:09:03,133,0,03/21/2020,37.5777,112.2922
,Romania,2020-03-15T18:20:18,131,0,03/21/2020,45.9432,24.9668
,Ireland,2020-03-14T20:13:16,129,2,03/21/2020,53.1424,-7.6921
Liaoning,China,2020-03-15T04:13:27,125,1,03/21/2020,41.2956,122.6085
,Poland,2020-03-15T18:20:18,119,3,03/21/2020,51.9194,19.1451
,Indonesia,2020-03-15T18:20:18,117,5,03/21/2020,-0.7893,113.9213
Florida,US,2020-03-15T18:20:19,115,4,03/21/2020,27.7663,-81.6868
,Thailand,2020-03-15T18:20:18,114,1,03/21/2020,15.87,100.9925
,India,2020-03-15T18:20:18,113,2,03/21/2020,20.5937,78.9629
,Kuwait,2020-03-15T18:20:18,112,0,03/21/2020,29.3117,47.4818
,Egypt,2020-03-15T18:20:18,110,2,03/21/2020,26.8206,30.8025
,Iraq,2020-03-14T22:33:03,116,10,03/21/2020,33.2232,43.6793
,Lebanon,2020-03-15T18:20:18,110,3,03/21/2020,33.8547,35.8623
Ontario,Canada,2020-03-15T01:53:03,104,0,03/21/2020,51.2538,-85.3232
,Saudi Arabia,2020-03-14T20:33:03,103,0,03/21/2020,23.8859,45.0792
Colorado,US,2020-03-14T22:13:32,131,1,03/21/2020,39.0598,-105.3111
Georgia,US,2020-03-15T18:20:19,99,1,03/21/2020,33.0406,-83.6431
Jilin,China,2020-03-13T11:09:03,93,1,03/21/2020,43.6661,126.1923
,San Marino,2020-03-15T18:20:18,101,5,03/21/2020,43.9424,12.4578
Louisiana,US,2020-03-15T18:20:19,91,2,03/21/2020,31.1695,-91.8678
,United Arab Emirates,2020-03-15T18:20:18,98,0,03/21/2020,23.4241,53.8478
Xinjiang,China,2020-03-11T02:18:14,76,3,03/21/2020,41.1129,85.2401
Inner Mongolia,China,2020-03-11T03:53:03,75,1,03/21/2020,44.0935,113.9448
Ningxia,China,2020-03-14T09:53:08,75,0,03/21/2020,37.2692,106.1655
New Jersey,US,2020-03-15T18:20:19,98,2,03/21/2020,40.2989,-74.521
British Columbia,Canada,2020-03-15T01:53:02,73,1,03/21/2020,53.7267,-127.6476
Illinois,US,2020-03-15T18:20:19,93,0,03/21/2020,40.3495,-88.9861
,Russia,2020-03-15T18:20:18,63,0,03/21/2020,61.524,105.3188
Texas,US,2020-03-15T18:20:19,72,0,03/21/2020,31.0545,-97.5635
Queensland,Australia,2020-03-15T18:20:19,61,0,03/21/2020,-28.0167,153.4
,Chile,2020-03-14T20:33:03,74,0,03/21/2020,-35.6751,-71.543
,Luxembourg,2020-03-15T18:20:18,59,1,03/21/2020,49.8153,6.1296
,Taiwan*,2020-03-15T06:53:03,59,1,03/21/2020,23.7,121
Victoria,Australia,2020-03-15T18:20:19,57,0,03/21/2020,-37.8136,144.9631
,Vietnam,2020-03-15T18:20:18,56,0,03/21/2020,14.0583,108.2772
,Slovakia,2020-03-15T18:20:18,54,0,03/21/2020,48.669,19.699
,Pakistan,2020-03-15T18:20:18,53,0,03/21/2020,30.3753,69.3451
,South Africa,2020-03-15T18:20:18,51,0,03/21/2020,-30.5595,22.9375
,Brunei,2020-03-15T18:20:18,50,0,03/21/2020,4.5353,114.7277
,Croatia,2020-03-15T18:20:18,49,0,03/21/2020,45.1,15.2
,Algeria,2020-03-15T18:20:18,48,4,03/21/2020,28.0339,1.6596
Pennsylvania,US,2020-03-14T18:53:03,66,0,03/21/2020,40.5908,-77.2098
,Serbia,2020-03-14T22:53:02,48,0,03/21/2020,44.0165,21.0059
Diamond Princess,US,2020-03-10T02:33:04,46,0,03/21/2020,35.4437,139.638
,Argentina,2020-03-15T18:20:18,45,2,03/21/2020,-38.4161,-63.6167
Virginia,US,2020-03-15T18:20:19,45,1,03/21/2020,37.7693,-78.17
,Bulgaria,2020-03-15T18:20:18,51,2,03/21/2020,42.7339,25.4858
,Panama,2020-03-15T18:20:18,43,1,03/21/2020,8.538,-80.7821
,Peru,2020-03-15T18:20:18,43,0,03/21/2020,-9.19,-75.0152
,Albania,2020-03-15T18:20:18,42,1,03/21/2020,41.1533,20.1683
,Mexico,2020-03-15T18:20:18,41,0,03/21/2020,23.6345,-102.5528
Alberta,Canada,2020-03-15T01:53:03,39,0,03/21/2020,53.9333,-116.5765
Oregon,US,2020-03-15T18:20:19,36,1,03/21/2020,44.572,-122.0709
Minnesota,US,2020-03-15T18:20:19,35,0,03/21/2020,45.6945,-93.9002
,Colombia,2020-03-15T18:20:18,34,0,03/21/2020,4.5709,-74.2973
Michigan,US,2020-03-15T18:20:19,33,0,03/21/2020,43.3266,-84.5361
,Hungary,2020-03-15T18:20:18,32,1,03/21/2020,47.1625,19.5033
North Carolina,US,2020-03-15T18:20:19,33,0,03/21/2020,35.6301,-79.8064
Tennessee,US,2020-03-14T22:33:04,39,0,03/21/2020,35.7478,-86.6923
Maryland,US,2020-03-15T18:20:19,32,0,03/21/2020,39.0639,-76.8021
,Georgia,2020-03-14T12:33:03,33,0,03/21/2020,42.3154,43.3569
,Latvia,2020-03-15T18:20:18,30,0,03/21/2020,56.8796,24.6032
Ohio,US,2020-03-15T18:20:19,37,0,03/21/2020,40.3888,-82.7649
,Ecuador,2020-03-14T22:53:02,28,2,03/21/2020,-1.8312,-78.1834
,Morocco,2020-03-15T18:20:18,28,1,03/21/2020,31.7917,-7.0926
Wisconsin,US,2020-03-15T18:20:19,32,0,03/21/2020,44.2685,-89.6165
,Belarus,2020-03-13T22:21:59,27,0,03/21/2020,53.7098,27.9534
,Costa Rica,2020-03-15T18:20:18,27,0,03/21/2020,9.7489,-83.7534
,Cyprus,2020-03-14T22:53:02,26,0,03/21/2020,35.1264,33.4299
Quebec,Canada,2020-03-15T01:53:02,24,0,03/21/2020,52.9399,-73.5491
Connecticut,US,2020-03-15T18:20:19,24,0,03/21/2020,41.5978,-72.7554
Utah,US,2020-03-15T18:20:19,28,0,03/21/2020,40.15,-111.8624
,Armenia,2020-03-15T18:20:18,26,0,03/21/2020,40.0691,45.0382
,Bosnia and Herzegovina,2020-03-15T18:20:18,24,0,03/21/2020,43.9159,17.6791
,Malta,2020-03-15T18:20:18,21,0,03/21/2020,35.9375,14.3754
Grand Princess,US,2020-03-10T02:33:04,21,0,03/21/2020,37.6489,-122.6655
Nevada,US,2020-03-14T22:33:03,24,0,03/21/2020,38.3135,-117.0554
South Australia,Australia,2020-03-15T18:20:19,20,0,03/21/2020,-34.9285,138.6007
,Oman,2020-03-15T18:20:18,22,0,03/21/2020,21.4735,55.9754
Indiana,US,2020-03-15T18:20:19,20,0,03/21/2020,39.8494,-86.2583
Rhode Island,US,2020-03-14T18:53:03,20,0,03/21/2020,41.6809,-71.5118
South Carolina,US,2020-03-14T22:33:03,28,0,03/21/2020,33.8569,-80.945
Qinghai,China,2020-03-11T02:18:14,18,0,03/21/2020,35.7452,95.9956
,Tunisia,2020-03-14T20:53:02,18,0,03/21/2020,33.8869,9.5375
Iowa,US,2020-03-15T18:20:19,18,0,03/21/2020,42.0115,-93.2105
Kentucky,US,2020-03-15T02:53:02,20,0,03/21/2020,37.6681,-84.6701
Western Australia,Australia,2020-03-14T13:33:04,17,1,03/21/2020,-31.9505,115.8605
Nebraska,US,2020-03-15T18:20:19,17,0,03/21/2020,41.1254,-98.2681
,Afghanistan,2020-03-15T18:20:18,16,0,03/21/2020,33.9391,67.71
Arkansas,US,2020-03-15T18:20:19,16,0,03/21/2020,34.9697,-92.3731
District of Columbia,US,2020-03-15T02:53:03,16,0,03/21/2020,38.8974,-77.0268
,Azerbaijan,2020-03-13T12:13:36,23,1,03/21/2020,40.1431,47.5769
,North Macedonia,2020-03-13T23:33:05,14,0,03/21/2020,41.6086,21.7453
,Maldives,2020-03-15T18:20:18,13,0,03/21/2020,3.2028,73.2207
New Mexico,US,2020-03-15T02:53:03,13,0,03/21/2020,34.8405,-106.2485
,Lithuania,2020-03-15T18:20:18,12,0,03/21/2020,55.1694,23.8813
,Moldova,2020-03-14T20:53:02,23,0,03/21/2020,47.4116,28.3699
Alabama,US,2020-03-15T18:20:19,12,0,03/21/2020,32.3182,-86.9023
Arizona,US,2020-03-14T18:13:23,13,0,03/21/2020,33.7298,-111.4312
Faroe Islands,Denmark,2020-03-15T18:20:19,11,0,03/21/2020,61.8926,-6.9118
,Dominican Republic,2020-03-14T20:53:02,11,0,03/21/2020,18.7357,-70.1627
,Sri Lanka,2020-03-15T18:20:18,18,0,03/21/2020,7.8731,80.7718
,Bolivia,2020-03-14T12:53:07,10,0,03/21/2020,-16.2902,-63.5887
Macau,China,2020-03-11T18:52:03,10,0,03/21/2020,22.1667,113.55
,Senegal,2020-03-13T23:33:05,24,0,03/21/2020,14.4974,-14.4524
,Martinique,2020-03-14T14:53:04,9,0,03/21/2020,14.6415,-61.0242
South Dakota,US,2020-03-14T16:53:03,9,1,03/21/2020,44.2998,-99.4388
,Jamaica,2020-03-13T22:22:02,10,0,03/21/2020,18.1096,-77.2975
,Kazakhstan,2020-03-15T18:20:18,9,0,03/21/2020,48.0196,66.9237
,New Zealand,2020-03-15T18:20:18,8,0,03/21/2020,-40.9006,174.886
Kansas,US,2020-03-14T22:33:03,8,1,03/21/2020,38.5266,-96.7265
,Venezuela,2020-03-15T18:20:18,10,0,03/21/2020,6.4238,-66.5897
,Cambodia,2020-03-14T12:53:07,7,0,03/21/2020,12.5657,104.991
,Jordan,2020-03-15T18:20:18,8,0,03/21/2020,30.5852,36.2384
,Reunion,2020-03-15T18:20:19,7,0,03/21/2020,-21.1151,55.5364
Montana,US,2020-03-15T18:20:19,7,0,03/21/2020,46.9219,-110.4544
New Hampshire,US,2020-03-14T16:53:03,13,0,03/21/2020,43.4525,-71.5639
Tasmania,Australia,2020-03-15T18:20:19,6,0,03/21/2020,-41.4545,145.9707
,Ghana,2020-03-15T18:20:18,6,0,03/21/2020,7.9465,-1.0232
,Paraguay,2020-03-13T23:33:06,6,0,03/21/2020,-23.4425,-58.4438
,Turkey,2020-03-15T18:20:18,6,0,03/21/2020,38.9637,35.2433
Delaware,US,2020-03-14T18:13:20,7,0,03/21/2020,39.3185,-75.5071
Hawaii,US,2020-03-15T18:20:19,6,0,03/21/2020,21.0943,-157.4983
Maine,US,2020-03-15T18:20:19,12,0,03/21/2020,44.6939,-69.3819
Mississippi,US,2020-03-14T16:53:03,10,0,03/21/2020,32.7416,-89.6787
,Bangladesh,2020-03-15T18:20:18,5,0,03/21/2020,23.685,90.3563
French Guiana,France,2020-03-15T06:53:03,7,0,03/21/2020,3.9339,-53.1258
Idaho,US,2020-03-15T18:20:19,5,0,03/21/2020,44.2405,-114.4788
Missouri,US,2020-03-15T18:20:19,5,0,03/21/2020,38.4561,-92.2884
Vermont,US,2020-03-14T22:33:04,8,0,03/21/2020,44.0459,-72.7107
Manitoba,Canada,2020-03-14T00:13:05,4,0,03/21/2020,53.7609,-98.8139
,Cuba,2020-03-13T23:53:02,4,0,03/21/2020,21.5218,-77.7812
,Guyana,2020-03-15T18:20:19,4,1,03/21/2020,4.8604,-58.9302
,Liechtenstein,2020-03-14T20:53:02,4,0,03/21/2020,47.166,9.5554
Oklahoma,US,2020-03-14T16:53:03,7,0,03/21/2020,35.5653,-96.9289
,Uruguay,2020-03-14T16:33:03,4,0,03/21/2020,-32.5228,-55.7658
French Polynesia,France,2020-03-15T18:20:19,3,0,03/21/2020,-17.6797,-149.4068
,Honduras,2020-03-15T18:20:19,3,0,03/21/2020,15.2,-86.2419
Guam,US,2020-03-15T18:20:19,3,0,03/21/2020,13.4443,144.7937
Puerto Rico,US,2020-03-14T18:33:03,5,0,03/21/2020,18.2208,-66.5901
Wyoming,US,2020-03-15T02:53:03,3,0,03/21/2020,42.756,-107.3025
,Ukraine,2020-03-13T22:22:02,3,1,03/21/2020,48.3794,31.1656
Channel Islands,United Kingdom,2020-03-15T18:20:19,3,0,03/21/2020,49.3723,-2.3644
,Aruba,2020-03-13T23:53:03,2,0,03/21/2020,12.5211,-69.9683
,Burkina Faso,2020-03-13T22:22:02,3,0,03/21/2020,12.2383,-1.5616
,Cameroon,2020-03-13T22:22:02,2,0,03/21/2020,3.848,11.5021
New Brunswick,Canada,2020-03-15T01:53:02,2,0,03/21/2020,46.5653,-66.4619
Saskatchewan,Canada,2020-03-14T00:13:05,2,0,03/21/2020,52.9399,-106.4509
,Congo (Kinshasa),2020-03-13T22:22:02,2,0,03/21/2020,-4.0383,21.7587
St Martin,France,2020-03-14T16:33:03,2,0,03/21/2020,18.0708,-63.0501
,Jersey,2020-03-14T16:33:03,2,0,03/21/2020,49.19,-2.11
,Kosovo,2020-03-15T18:20:19,2,0,03/21/2020,42.6026,20.903
,Monaco,2020-03-14T23:13:05,2,0,03/21/2020,43.7384,7.4246
,Namibia,2020-03-14T16:33:03,2,0,03/21/2020,-22.9576,18.4904
,Nigeria,2020-03-13T22:22:02,2,0,03/21/2020,9.082,8.6753
,Seychelles,2020-03-15T07:33:03,2,0,03/21/2020,-4.6796,55.492
,Trinidad and Tobago,2020-03-14T16:15:01,2,0,03/21/2020,10.6918,-61.2225
,Andorra,2020-03-13T22:22:02,1,0,03/21/2020,42.5063,1.5218
,Antigua and Barbuda,2020-03-15T18:20:19,1,0,03/21/2020,17.0608,-61.7964
Australian Capital Territory,Australia,2020-03-14T01:53:03,1,0,03/21/2020,-35.4735,149.0124
Northern Territory,Australia,2020-03-14T01:53:03,1,0,03/21/2020,-12.4634,130.8456
,Bhutan,2020-03-13T22:22:02,1,0,03/21/2020,27.5142,90.4336
Newfoundland and Labrador,Canada,2020-03-15T02:13:21,1,0,03/21/2020,53.1355,-57.6604
Prince Edward Island,Canada,2020-03-15T02:13:21,1,0,03/21/2020,46.5107,-63.4168
,Cayman Islands,2020-03-13T12:33:03,1,0,03/21/2020,19.3133,-81.2546
,Central African Republic,2020-03-15T18:20:19,1,0,03/21/2020,6.6111,20.9394
Tibet,China,2020-03-11T02:18:14,1,0,03/21/2020,31.6927,88.0924
,Congo (Brazzaville),2020-03-15T18:20:19,1,0,03/21/2020,-4.0383,21.7587
,Cote d'Ivoire,2020-03-13T22:22:02,1,0,03/21/2020,7.54,-5.5471
,Curacao,2020-03-14T16:15:18,1,0,03/21/2020,12.1696,-68.99
,Equatorial Guinea,2020-03-15T06:41:54,1,0,03/21/2020,1.5,10
,Eswatini,2020-03-15T06:41:54,1,0,03/21/2020,-26.5225,31.4659
,Ethiopia,2020-03-13T23:33:06,1,0,03/21/2020,9.145,40.4897
Mayotte,France,2020-03-14T20:53:03,1,0,03/21/2020,-12.8275,45.1662
Saint Barthelemy,France,2020-03-14T16:33:03,1,0,03/21/2020,17.9,-62.8333
,Gabon,2020-03-14T13:33:04,1,0,03/21/2020,-0.8037,11.6094
,Guadeloupe,2020-03-13T12:33:03,3,0,03/21/2020,16.265,-61.551
,Guatemala,2020-03-14T01:33:03,1,0,03/21/2020,15.7835,-90.2308
,Guernsey,2020-03-13T22:22:03,1,0,03/21/2020,49.45,-2.58
,Guinea,2020-03-15T06:41:54,1,0,03/21/2020,9.9456,-9.6966
,Holy See,2020-03-13T22:22:02,1,0,03/21/2020,41.9029,12.4534
,Kenya,2020-03-13T22:22:03,3,0,03/21/2020,-0.0236,37.9062
,Mauritania,2020-03-15T18:20:19,1,0,03/21/2020,21.0079,-10.9408
,Mongolia,2020-03-13T22:22:02,1,0,03/21/2020,46.8625,103.8467
,Nepal,2020-03-13T22:22:03,1,0,03/21/2020,28.3949,84.124
,Rwanda,2020-03-15T06:41:54,1,0,03/21/2020,-1.9403,29.8739
,Saint Lucia,2020-03-14T16:15:18,2,0,03/21/2020,13.9094,-60.9789
,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,03/21/2020,12.9843,-61.2872
,Sudan,2020-03-14T01:13:32,1,1,03/21/2020,12.8628,30.2176
,Suriname,2020-03-14T16:33:03,1,0,03/21/2020,3.9193,-56.0278
,Togo,2020-03-13T22:22:02,1,0,03/21/2020,8.6195,0.8248
Alaska,US,2020-03-13T14:53:03,1,0,03/21/2020,61.3707,-152.4044
North Dakota,US,2020-03-12T09:33:03,1,0,03/21/2020,47.5289,-99.784
"Virgin Islands, U.S.",US,2020-03-14T16:15:18,1,03/21/2020,0,18.3358,-64.8963
Gibraltar,United Kingdom,2020-03-14T16:33:03,1,0,03/21/2020,36.1408,-5.3536
,Uzbekistan,2020-03-15T18:20:19,1,0,03/21/2020,41.3775,64.5853
From Diamond Princess,Australia,2020-03-14T02:33:04,0,0,03/21/2020,35.4437,139.638
West Virginia,US,2020-03-10T02:33:04,0,0,03/21/2020,38.4912,-80.9545
,occupied Palestinian territory,2020-03-11T20:53:02,0,0,03/21/2020,31.9522,35.2332
Hubei,China,2020-03-16T14:38:45,67798,3099,03/21/2020,30.9756,112.2707
,Italy,2020-03-16T17:33:03,27980,2158,03/21/2020,41.8719,12.5674
,Iran,2020-03-16T14:38:45,14991,853,03/21/2020,32.4279,53.6880
,Spain,2020-03-16T20:13:11,9942,342,03/21/2020,40.4637,-3.7492
,"Korea, South",2020-03-16T14:38:45,8236,03/21/2020,1137,35.9078,127.7669
,Germany,2020-03-16T20:13:11,7272,17,03/21/2020,51.1657,10.4515
France,France,2020-03-16T20:13:11,6633,148,03/21/2020,46.2276,2.2137
,Switzerland,2020-03-15T18:20:18,2200,14,03/21/2020,46.8182,8.2275
United Kingdom,United Kingdom,2020-03-16T19:13:13,1543,55,03/21/2020,55.3781,-3.4360
Netherlands,Netherlands,2020-03-16T14:38:46,1413,24,03/21/2020,52.1326,5.2913
Guangdong,China,2020-03-16T01:53:03,1361,8,03/21/2020,23.3417,113.4244
,Norway,2020-03-16T21:13:12,1333,3,03/21/2020,60.4720,8.4689
Henan,China,2020-03-14T09:53:08,1273,22,03/21/2020,33.8820,113.6140
Zhejiang,China,2020-03-16T14:38:45,1231,1,03/21/2020,29.1832,120.0934
,Sweden,2020-03-16T14:38:45,1103,6,03/21/2020,60.1282,18.6435
,Belgium,2020-03-16T14:38:45,1058,5,03/21/2020,50.5039,4.4699
,Austria,2020-03-16T15:13:09,1018,3,03/21/2020,47.5162,14.5501
Hunan,China,2020-03-14T08:33:03,1018,4,03/21/2020,27.6104,111.7088
Anhui,China,2020-03-11T02:18:14,990,6,03/21/2020,31.8257,117.2264
New York,US,2020-03-16T21:53:03,967,10,03/21/2020,42.1657,-74.9481
Jiangxi,China,2020-03-12T02:13:04,935,1,03/21/2020,27.6140,115.7221
Denmark,Denmark,2020-03-16T18:33:03,914,3,03/21/2020,56.2639,9.5018
Washington,US,2020-03-16T23:53:03,904,48,03/21/2020,47.4009,-121.4905
,Japan,2020-03-16T14:38:45,825,27,03/21/2020,36.2048,138.2529
Shandong,China,2020-03-16T14:38:45,760,7,03/21/2020,36.3427,118.1498
Diamond Princess,Cruise Ship,2020-03-13T14:13:25,696,7,03/21/2020,35.4498,139.6649
Jiangsu,China,2020-03-15T01:53:02,631,0,03/21/2020,32.9711,119.4550
Chongqing,China,2020-03-15T03:53:04,576,6,03/21/2020,30.0572,107.8740
,Malaysia,2020-03-16T14:38:45,566,0,03/21/2020,4.2105,101.9758
California,US,2020-03-16T23:53:03,557,7,03/21/2020,36.1162,-119.6816
Sichuan,China,2020-03-15T18:20:18,539,3,03/21/2020,30.6171,102.7103
Heilongjiang,China,2020-03-16T14:38:45,482,13,03/21/2020,47.8620,127.7615
Beijing,China,2020-03-16T14:38:45,452,8,03/21/2020,40.1824,116.4142
,Qatar,2020-03-16T15:13:09,439,0,03/21/2020,25.3548,51.1839
Shanghai,China,2020-03-16T14:38:45,355,3,03/21/2020,31.2020,121.4491
,Greece,2020-03-16T00:22:10,331,4,03/21/2020,39.0742,21.8243
,Portugal,2020-03-16T14:38:45,331,0,03/21/2020,39.3999,-8.2245
Hebei,China,2020-03-13T11:09:03,318,6,03/21/2020,38.0428,114.5149
,Czechia,2020-03-16T23:53:02,298,0,03/21/2020,49.8175,15.4730
Fujian,China,2020-03-11T02:18:14,296,1,03/21/2020,26.0789,117.9874
,Finland,2020-03-16T14:38:45,277,0,03/21/2020,61.9241,25.7482
,Israel,2020-03-16T14:38:45,255,0,03/21/2020,31.0461,34.8516
,Slovenia,2020-03-16T14:38:45,253,1,03/21/2020,46.1512,14.9955
Guangxi,China,2020-03-16T14:38:45,252,2,03/21/2020,23.8298,108.7881
Shaanxi,China,2020-03-16T14:38:45,245,2,03/21/2020,35.1917,108.8701
,Singapore,2020-03-16T14:38:45,243,0,03/21/2020,1.3521,103.8198
,Bahrain,2020-03-16T20:33:03,214,1,03/21/2020,26.0667,50.5577
,Estonia,2020-03-16T14:38:45,205,0,03/21/2020,58.5953,25.0136
,Brazil,2020-03-16T02:33:08,200,0,03/21/2020,-14.2350,-51.9253
Massachusetts,US,2020-03-16T21:53:03,197,0,03/21/2020,42.2302,-71.5301
,Iceland,2020-03-16T02:13:15,180,0,03/21/2020,64.9631,-19.0208
New Jersey,US,2020-03-16T22:13:21,178,2,03/21/2020,40.2989,-74.5210
Ontario,Canada,2020-03-16T16:13:26,177,0,03/21/2020,51.2538,-85.3232
,Poland,2020-03-16T21:13:17,177,4,03/21/2020,51.9194,19.1451
Yunnan,China,2020-03-16T23:53:02,176,2,03/21/2020,24.9740,101.4870
New South Wales,Australia,2020-03-16T14:38:46,171,2,03/21/2020,-33.8688,151.2093
,Ireland,2020-03-16T14:38:45,169,2,03/21/2020,53.1424,-7.6921
Hainan,China,2020-03-16T14:38:45,168,6,03/21/2020,19.1959,109.7453
Colorado,US,2020-03-16T23:53:03,160,1,03/21/2020,39.0598,-105.3111
,Romania,2020-03-16T14:38:45,158,0,03/21/2020,45.9432,24.9668
,Chile,2020-03-16T14:38:45,155,0,03/21/2020,-35.6751,-71.5430
Hong Kong,China,2020-03-16T14:38:45,155,4,03/21/2020,22.3000,114.2000
Florida,US,2020-03-16T22:13:21,155,5,03/21/2020,27.7663,-81.6868
,Egypt,2020-03-16T15:53:45,150,2,03/21/2020,26.8206,30.8025
,Thailand,2020-03-16T14:38:45,147,1,03/21/2020,15.8700,100.9925
Guizhou,China,2020-03-16T14:38:45,146,2,03/21/2020,26.8154,106.8748
,Philippines,2020-03-16T14:38:45,142,12,03/21/2020,12.8797,121.7740
Tianjin,China,2020-03-15T18:20:18,136,3,03/21/2020,39.3054,117.3230
,Pakistan,2020-03-16T14:38:45,136,0,03/21/2020,30.3753,69.3451
Louisiana,US,2020-03-16T22:13:21,136,3,03/21/2020,31.1695,-91.8678
,Indonesia,2020-03-16T14:38:45,134,5,03/21/2020,-0.7893,113.9213
Gansu,China,2020-03-15T18:20:18,133,2,03/21/2020,36.0611,103.8343
Shanxi,China,2020-03-13T11:09:03,133,0,03/21/2020,37.5777,112.2922
Liaoning,China,2020-03-16T14:38:45,125,1,03/21/2020,41.2956,122.6085
